ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
0
ITEM: BOX BOUNDS pp pp fm
0.0000000000000000e+000 1.0000000000000000e+001
0.0000000000000000e+000 1.0000000000000000e+001
0.0000000000000000e+000 6.0000000000000000e+001
ITEM: ATOMS mol x y z radius c_voro[1] c_coordination c_kinetic c_voro[2] c_order[1] c_order[2] c_order[3] c_voro[3] 
ITEM: TIMESTEP
400000
ITEM: NUMBER OF ATOMS
3000
ITEM: BOX BOUNDS pp pp fm
0.0000000000000000e+000 1.0000000000000000e+001
0.0000000000000000e+000 1.0000000000000000e+001
0.0000000000000000e+000 6.0000000000000000e+001
ITEM: ATOMS mol x y z radius c_voro[1] c_coordination c_kinetic c_voro[2] c_order[1] c_order[2] c_order[3] c_voro[3] 
351 1.78622 0.510368 0.499314 0.5 0.794898 7 1.23758e-011 12 0 0 0 4.75203 
558 2.75002 0.243781 0.495433 0.5 0.802007 5 1.1877e-011 10 0 0 0 4.78334 
63 3.76167 0.00731415 0.499151 0.5 0.84593 5 2.74026e-012 11 0 0 0 5.01001 
99 5.45917 0.474968 0.498258 0.5 0.873147 4 1.59315e-011 11 0 0 0 5.0591 
187 6.44353 0.299029 0.499769 0.5 0.859899 3 7.77105e-011 11 0 0 0 5.01231 
247 8.15462 0.556095 0.498049 0.5 0.983721 5 2.50235e-011 12 0 0 0 5.57295 
574 9.4783 0.139747 0.4967 0.5 1.04926 4 8.19782e-011 13 0 0 0 6.03273 
501 0.792984 0.795599 0.497858 0.5 0.890151 5 7.67242e-012 11 0 0 0 5.2141 
364 2.49894 1.21165 0.496987 0.5 0.788815 5 1.67563e-012 11 0 0 0 4.7289 
425 3.46752 0.962994 0.497315 0.5 0.801107 6 8.1402e-012 11 0 0 0 4.77813 
300 4.48448 0.698222 0.494224 0.5 0.833339 6 2.3948e-011 11 0 0 0 4.95962 
341 6.30891 1.32526 0.496906 0.5 0.920472 3 2.11823e-011 11 0 0 0 5.26566 
417 7.22459 0.923459 0.498762 0.5 0.882049 5 5.17838e-011 11 0 0 0 5.13534 
277 9.74164 1.1044 0.498431 0.5 0.933552 3 1.46703e-010 10 0 0 0 5.38725 
318 0.488999 1.76876 0.499482 0.5 0.893235 3 7.65161e-010 13 0 0 0 5.14992 
373 1.52591 1.47587 0.497401 0.5 0.816695 6 1.36076e-011 10 0 0 0 4.84312 
199 3.19841 1.92609 0.496872 0.5 0.796295 7 3.56264e-012 11 0 0 0 4.75904 
413 4.1904 1.65394 0.496223 0.5 0.803255 6 2.17555e-011 10 0 0 0 4.78736 
541 5.16515 1.43074 0.498363 0.5 0.864098 6 4.16758e-012 9 0 0 0 5.1101 
504 7.74912 1.90221 0.497752 0.5 0.918551 4 1.36092e-011 11 0 0 0 5.2919 
369 8.71856 1.56407 0.497222 0.5 0.949091 4 1.29316e-011 11 0 0 0 5.43606 
545 1.19174 2.48015 0.498032 0.5 0.863101 4 1.04376e-011 11 0 0 0 5.01911 
169 2.23218 2.18373 0.499256 0.5 0.807924 6 1.82494e-012 11 0 0 0 4.80642 
370 3.88214 2.65565 0.495566 0.5 0.837125 5 2.8285e-011 11 0 0 0 4.94049 
141 4.85024 2.40533 0.499119 0.5 0.889119 4 5.16832e-011 11 0 0 0 5.23743 
359 6.79768 2.20994 0.498325 0.5 0.933132 4 1.15769e-011 13 0 0 0 5.37826 
297 9.53928 2.13534 0.496488 0.5 0.88254 5 2.48134e-011 11 0 0 0 5.16414 
84 0.255972 2.83265 0.496478 0.5 0.901484 5 3.64213e-012 10 0 0 0 5.29796 
20 1.94233 3.14079 0.498455 0.5 0.836949 7 1.889e-011 10 0 0 0 4.93955 
189 2.91602 2.9133 0.498999 0.5 0.82618 6 2.66604e-011 11 0 0 0 4.88845 
517 6.26217 3.05571 0.498982 0.5 1.03459 3 1.31983e-011 12 0 0 0 5.81093 
405 7.36725 3.03183 0.496494 0.5 0.949774 4 3.01274e-012 11 0 0 0 5.37391 
542 8.33971 2.70915 0.498938 0.5 0.920166 3 3.90037e-010 11 0 0 0 5.27333 
252 9.29373 3.1047 0.499779 0.5 0.891093 3 1.05253e-011 12 0 0 0 5.23862 
290 1.02566 3.54043 0.499478 0.5 0.943362 4 4.27572e-011 10 0 0 0 5.43945 
78 2.83234 3.90974 0.49788 0.5 0.863277 4 1.90959e-011 12 0 0 0 5.05614 
262 3.79858 3.65214 0.49971 0.5 0.860708 4 2.17567e-011 10 0 0 0 5.05627 
292 4.77784 3.44958 0.496475 0.5 0.918436 5 2.17396e-012 11 0 0 0 5.34663 
258 8.48877 3.69794 0.497956 0.5 0.853813 6 4.5792e-011 11 0 0 0 5.01131 
407 0.290316 4.56563 0.49734 0.5 1.01528 6 3.68963e-011 12 0 0 0 5.84798 
481 1.85856 4.13717 0.497998 0.5 0.8782 6 4.3071e-013 11 0 0 0 5.19312 
138 3.51747 4.63827 0.496619 0.5 0.791932 3 6.00767e-011 11 0 0 0 4.74178 
80 4.49037 4.4073 0.496914 0.5 0.791705 6 5.05836e-011 10 0 0 0 4.74063 
224 5.46477 4.18252 0.498558 0.5 0.894515 4 6.2465e-011 12 0 0 0 5.17297 
472 6.56726 4.008 0.498927 0.5 0.936785 4 2.63823e-011 9 0 0 0 5.46754 
21 7.54491 4.21813 0.498522 0.5 1.0333 3 1.13803e-011 13 0 0 0 5.79223 
47 9.39732 4.11569 0.496786 0.5 0.879055 4 5.43004e-011 11 0 0 0 5.21183 
507 1.56596 5.09336 0.496921 0.5 0.955857 4 1.55459e-011 12 0 0 0 5.54294 
289 2.54156 4.86748 0.497358 0.5 0.825315 5 8.19243e-012 11 0 0 0 4.89083 
570 5.17148 5.1428 0.497941 0.5 0.786879 4 4.78666e-012 10 0 0 0 4.72076 
414 6.14575 4.9148 0.498237 0.5 0.869983 4 2.22825e-011 11 0 0 0 5.1616 
393 7.744 5.24116 0.496287 0.5 0.961033 5 1.06752e-011 11 0 0 0 5.58524 
409 8.58073 4.69363 0.498034 0.5 0.818174 5 4.4954e-011 10 0 0 0 4.85287 
495 9.47397 5.14317 0.498443 0.5 0.922204 4 3.53518e-011 12 0 0 0 5.28842 
214 2.24901 5.8237 0.497995 0.5 0.848014 5 1.34765e-011 11 0 0 0 4.97296 
555 3.2241 5.59828 0.498298 0.5 0.785964 6 7.90301e-012 12 0 0 0 4.71654 
330 4.19789 5.37101 0.498239 0.5 0.786687 7 7.19825e-012 11 0 0 0 4.71953 
50 5.85543 5.87229 0.498912 0.5 0.786139 6 7.27165e-012 11 0 0 0 4.71738 
475 6.82917 5.64476 0.498142 0.5 0.951128 6 9.87702e-012 13 0 0 0 5.52966 
283 8.6366 5.692 0.497885 0.5 0.921166 4 9.62382e-011 11 0 0 0 5.29014 
543 0.208517 6.12589 0.496697 0.5 0.952983 6 1.19225e-011 12 0 0 0 5.53173 
358 1.20848 6.12173 0.498093 0.5 0.924179 4 1.52539e-011 10 0 0 0 5.38251 
246 2.93433 6.55534 0.496549 0.5 0.786561 7 9.16165e-012 11 0 0 0 4.71997 
388 3.90812 6.32807 0.497503 0.5 0.784704 7 8.4776e-012 11 0 0 0 4.71209 
546 4.88184 6.10048 0.498308 0.5 0.785653 7 1.12102e-011 10 0 0 0 4.71583 
2 6.53938 6.60179 0.497717 0.5 0.888697 7 1.39582e-011 11 0 0 0 5.21316 
467 9.26853 6.4669 0.496792 0.5 0.847801 5 4.92337e-012 10 0 0 0 5.00715 
54 0.0601767 7.11482 0.496987 0.5 0.854583 4 8.71831e-012 10 0 0 0 5.0886 
384 1.05578 7.20719 0.496172 0.5 0.95913 5 8.65679e-012 13 0 0 0 5.53533 
513 1.96025 6.78107 0.495221 0.5 0.883388 6 9.37811e-012 10 0 0 0 5.20211 
70 3.61805 7.28503 0.4967 0.5 0.787807 5 7.78928e-012 11 0 0 0 4.72511 
223 4.59206 7.05757 0.498523 0.5 0.785457 6 1.48321e-011 11 0 0 0 4.71464 
87 5.56579 6.82993 0.499635 0.5 0.786326 6 1.8384e-011 12 0 0 0 4.7178 
213 8.33788 6.8327 0.497561 0.5 0.919182 6 7.39604e-012 11 0 0 0 5.35454 
212 2.64615 7.52301 0.498935 0.5 0.867814 3 2.54391e-012 11 0 0 0 5.07956 
190 5.2765 7.78715 0.498234 0.5 0.786457 5 1.56296e-011 10 0 0 0 4.7192 
227 6.25013 7.55904 0.498833 0.5 0.840566 8 9.33409e-012 11 0 0 0 4.98137 
464 7.59158 7.49823 0.496479 0.5 0.977119 4 4.4535e-012 11 0 0 0 5.56875 
46 9.12012 7.45563 0.497503 0.5 0.869768 6 4.94117e-012 11 0 0 0 5.15049 
106 0.482379 8.0264 0.496065 0.5 0.962015 4 8.37831e-012 12 0 0 0 5.4955 
